FBpp_ID,id,Protein_symbol
FBpp0301165,775,Cda5-PG
FBpp0301166,776,Cda5-PH
FBpp0301167,777,Cda5-PI
FBpp0301168,778,Cda5-PJ
FBpp0112328,779,Cda5-PE
FBpp0111921,780,Ir21a-PB
FBpp0077824,781,l(2)gl-PB
FBpp0077825,782,l(2)gl-PD
FBpp0077829,783,l(2)gl-PA
FBpp0303505,784,l(2)gl-PK
FBpp0077830,785,Spn77Bc-PA
FBpp0077835,786,eRF1-PA
FBpp0304201,787,eRF1-PH
FBpp0304202,788,eRF1-PI
FBpp0077837,789,CG5618-PA
FBpp0304203,790,CG5618-PD
FBpp0077839,791,kin17-PA
FBpp0300869,792,CG5665-PB
FBpp0300878,793,CG5665-PC
FBpp0077841,794,in-PA
FBpp0423044,795,CG13247-PB
FBpp0077843,796,RhoBTB-PA
FBpp0303190,797,RhoBTB-PB
FBpp0303191,798,RhoBTB-PC
FBpp0077849,799,zye-PA
FBpp0077852,800,CtIP-PA
FBpp0311137,801,CtIP-PB
FBpp0077853,802,CG5910-PA
FBpp0077854,803,mag-PA
FBpp0077855,804,CG5955-PA
FBpp0077856,805,CG5969-PA
FBpp0077857,806,isoQC-PB
FBpp0077858,807,isoQC-PA
FBpp0077859,808,ND-39-PA
FBpp0077860,809,CG32425-PC
FBpp0077862,810,CG32425-PB
FBpp0077863,811,CG32425-PA
FBpp0112348,812,CG32425-PF
FBpp0077864,813,CG18281-PA
FBpp0077865,814,CG17637-PA
FBpp0077866,815,CG5078-PA
FBpp0077867,816,CG5104-PB
FBpp0077868,817,CG4858-PA
FBpp0077869,818,CG13250-PA
FBpp0303955,819,CG13250-PB
FBpp0077870,820,knrl-PA
FBpp0077871,821,Rcd2-PA
FBpp0077873,822,mTerf3-PA
FBpp0077874,823,BNIP3-PA
FBpp0077875,824,BNIP3-PC
FBpp0077876,825,BNIP3-PB
FBpp0077878,826,ZnT77C-PA
FBpp0077880,827,CG32428-PA
FBpp0292443,828,CG32428-PC
FBpp0077881,829,atk-PA
FBpp0077882,830,CG5199-PA
FBpp0077883,831,Hpd-PA
FBpp0077884,832,Hpd-PB
FBpp0077885,833,mRpL15-PA
FBpp0288705,834,Las-PC
FBpp0077888,835,CG5262-PA
FBpp0077890,836,CG5274-PA
FBpp0077891,837,CG5282-PA
FBpp0077892,838,CG13248-PA
FBpp0077893,839,trbl-PA
FBpp0077896,840,CG5498-PB
FBpp0271781,841,Ide-PB
FBpp0077898,842,Toll-9-PA
FBpp0300870,843,Toll-9-PB
FBpp0077900,844,Rbbp5-PA
FBpp0077901,845,CG13251-PA
FBpp0077903,846,CG13252-PA
FBpp0077904,847,CG4186-PA
FBpp0077905,848,Pitslre-PA
FBpp0293474,849,Pitslre-PE
FBpp0077909,850,Pex14-PA
FBpp0077910,851,tzn-PB
FBpp0077911,852,tzn-PA
FBpp0077912,853,tzn-PC
FBpp0077913,854,Spc105R-PA
FBpp0302830,855,Spc105R-PB
FBpp0077914,856,HIPP1-PA
FBpp0303914,857,HIPP1-PB
FBpp0303915,858,HIPP1-PC
FBpp0303916,859,HIPP1-PD
FBpp0077920,860,CG3288-PA
FBpp0077921,861,CG13255-PA
FBpp0077922,862,CG11456-PA
FBpp0290095,863,CG11456-PB
FBpp0077923,864,CG11458-PA
FBpp0077924,865,CG10589-PA
FBpp0077925,866,fng-PA
FBpp0077926,867,CG32432-PA
FBpp0305564,868,CG32432-PB
FBpp0077927,869,CSN3-PA
FBpp0077930,870,CG3634-PA
FBpp0077931,871,CG3698-PA
FBpp0077932,872,Six4-PA
FBpp0077934,873,CG11396-PA
FBpp0077935,874,Pcif1-PB
FBpp0077936,875,Pex16-PA
FBpp0077937,876,CG4042-PA
FBpp0428245,877,CG4074-PC
FBpp0077939,878,Gr77a-PA
FBpp0112095,879,cmpy-PB
FBpp0112096,880,cmpy-PC
FBpp0077941,881,kni-PA
FBpp0311151,882,kni-PB
FBpp0077942,883,CG10588-PA
FBpp0077944,884,CG12984-PA
FBpp0311244,885,CG12984-PB
FBpp0077945,886,Pdss2-PA
FBpp0077946,887,Polr3E-PA
FBpp0293360,888,Polr3E-PC
FBpp0110337,889,siz-PC
FBpp0077947,890,siz-PB
FBpp0077948,891,siz-PA
FBpp0290817,892,siz-PD
FBpp0077949,893,CG33284-PA
FBpp0077950,894,ICA69-PA
FBpp0077954,895,CG10512-PA
FBpp0077955,896,CG10512-PB
FBpp0077956,897,CG10512-PC
FBpp0298374,898,CG10508-PI
FBpp0298375,899,CG10508-PJ
FBpp0298376,900,CG10508-PK
FBpp0304238,901,CG10508-PL
FBpp0077962,902,Ilk-PA
FBpp0297989,903,Ilk-PB
FBpp0077963,904,Eip78C-PA
FBpp0077964,905,Eip78C-PB
FBpp0077965,906,Trmt112-PA
FBpp0077966,907,CG10510-PA
FBpp0077967,908,CG33056-PA
FBpp0077969,909,CG33056-PC
FBpp0077972,910,CG33054-PB
FBpp0077973,911,CG33054-PA
FBpp0077974,912,park-PB
FBpp0303099,913,Ac78C-PD
FBpp0303100,914,Ac78C-PE
FBpp0290915,915,Ac78C-PB
FBpp0305550,916,Ac78C-PF
FBpp0293953,917,Ac78C-PC
FBpp0077979,918,CG10565-PA
FBpp0077980,919,ko-PA
FBpp0077981,920,CG33285-PA
FBpp0077983,921,CG10584-PA
FBpp0077985,922,skd-PC
FBpp0111743,923,skd-PE
FBpp0305479,924,skd-PF
FBpp0112371,925,CG33286-PB
FBpp0288512,926,CG33287-PB
FBpp0113108,927,CG12983-PB
FBpp0113109,928,CG12983-PC
FBpp0113110,929,CG12983-PD
FBpp0305480,930,CG12983-PF
FBpp0300887,931,CG12983-PE
FBpp0077989,932,CG10587-PA
FBpp0305481,933,CG10587-PC
FBpp0308923,934,CG10587-PD
FBpp0077990,935,CG11037-PA
FBpp0077991,936,Sems-PA
FBpp0077993,937,Cpr78Cb-PA
FBpp0077994,938,Cpr78Cc-PA
FBpp0077995,939,CG7632-PA
FBpp0302827,940,CG7632-PB
FBpp0077998,941,Tsr1-PA
FBpp0077999,942,CG32436-PA
FBpp0078000,943,CG32437-PA
FBpp0078001,944,CG32440-PA
FBpp0290235,945,CG33288-PC
FBpp0078004,946,Aef1-PA
FBpp0303189,947,Aef1-PD
FBpp0078009,948,CG7519-PA
FBpp0304957,949,CG7519-PB
FBpp0078010,950,Est-Q-PA
FBpp0078012,951,M6-PB
FBpp0308840,952,M6-PG
FBpp0304958,953,M6-PC
FBpp0304959,954,M6-PD
FBpp0304960,955,M6-PE
FBpp0304961,956,M6-PF
FBpp0078014,957,Cdk12-PA
FBpp0078022,958,CG7611-PA
FBpp0293869,959,ppk5-PB
FBpp0293870,960,ppk5-PC
FBpp0078024,961,Rpn10-PA
FBpp0078025,962,VhaM9.7-b-PA
FBpp0078026,963,CG33290-PA
FBpp0078027,964,CG7634-PA
FBpp0290815,965,SMC5-PE
FBpp0290816,966,SMC5-PF
FBpp0305646,967,SMC5-PG
FBpp0305647,968,SMC5-PH
FBpp0289334,969,EMC10-PC
FBpp0289335,970,EMC10-PD
FBpp0078032,971,CRIF-PA
FBpp0078035,972,CG7173-PA
FBpp0312392,973,Wnk-PL
FBpp0312393,974,Wnk-PM
FBpp0312580,975,Wnk-PO
FBpp0078038,976,Mkrn1-PA
FBpp0078042,977,SAK-PA
FBpp0078046,978,Hr78-PA
FBpp0078044,979,Hr78-PB
FBpp0078047,980,CG7202-PA
FBpp0078048,981,Neu2-PA
FBpp0304964,982,Neu2-PB
FBpp0078049,983,croc-PA
FBpp0078051,984,CG5664-PA
FBpp0304206,985,CG5664-PB
FBpp0078054,986,barc-PA
FBpp0078055,987,sa-PA
FBpp0297707,988,CG12971-PB
FBpp0304181,989,CG12971-PC
FBpp0078057,990,ebd2-PA
FBpp0078058,991,Tbc1d8-9-PA
FBpp0304182,992,Tbc1d8-9-PB
FBpp0078059,993,Pc-PA
FBpp0078060,994,CG11309-PB
FBpp0078061,995,CG11309-PA
FBpp0078063,996,Cpr78Ca-PA
FBpp0078064,997,CG12974-PA
FBpp0078065,998,CG12974-PB
FBpp0078066,999,ppl-PA
FBpp0078069,1000,CG9389-PA
FBpp0078071,1001,CG9391-PA
FBpp0290383,1002,CG11307-PC
FBpp0078076,1003,Alg11-PA
FBpp0078077,1004,ORMDL-PA
FBpp0078078,1005,CG32444-PA
FBpp0078079,1006,CG32445-PA
FBpp0078080,1007,Atox1-PA
FBpp0303150,1008,Atox1-PB
FBpp0078083,1009,CG11249-PA
FBpp0078085,1010,CG11248-PA
FBpp0078086,1011,Polr2H-PA
FBpp0078087,1012,CG14573-PA
FBpp0078088,1013,CG14572-PA
FBpp0078089,1014,CG14564-PA
FBpp0078092,1015,eg-PA
FBpp0305033,1016,eg-PC
FBpp0078093,1017,CycH-PA
FBpp0078094,1018,CG7407-PA
FBpp0078095,1019,CG7414-PA
FBpp0292337,1020,CG7414-PC
FBpp0078098,1021,CG14563-PA
FBpp0078099,1022,P5CDh1-PA
FBpp0078102,1023,CG7148-PA
FBpp0288686,1024,CG32448-PB
FBpp0078104,1025,Syn1-PB
FBpp0302599,1026,Syn1-PC
FBpp0306025,1027,Syn1-PE
FBpp0078106,1028,CG14565-PA
FBpp0078107,1029,CG14566-PA
FBpp0078108,1030,CG14567-PA
FBpp0078109,1031,CG14568-PA
FBpp0078110,1032,CG14569-PA
FBpp0078111,1033,CG14570-PA
FBpp0078113,1034,CG11247-PA
FBpp0305006,1035,CG11247-PD
FBpp0078115,1036,CG32447-PB
FBpp0306089,1037,CG32447-PC
FBpp0306090,1038,CG32447-PD
FBpp0078116,1039,Als2-PA
FBpp0078117,1040,Cpr78E-PA
FBpp0078118,1041,MED1-PA
FBpp0291748,1042,MED1-PB
FBpp0306092,1043,MED1-PC
FBpp0290384,1044,CG7166-PB
FBpp0078120,1045,S1P-PA
FBpp0078124,1046,SLC22A-PA
FBpp0078125,1047,CG14562-PA
FBpp0078128,1048,CG7458-PA
FBpp0300424,1049,Chs2-PC
FBpp0306214,1050,Chs2-PD
FBpp0078130,1051,P5CS-PA
FBpp0078131,1052,Act79B-PA
FBpp0078132,1053,Oct-TyrR-PA
FBpp0078133,1054,CG14561-PA
FBpp0078134,1055,RpLP0-PA
FBpp0078137,1056,CG7130-PA
FBpp0078138,1057,CG7133-PA
FBpp0078139,1058,CG7139-PA
FBpp0113038,1059,CG7140-PB
FBpp0078142,1060,PolH-PA
FBpp0078144,1061,Ddx1-PA
FBpp0078145,1062,Csp-PA
FBpp0078146,1063,Csp-PB
FBpp0078147,1064,Csp-PC
FBpp0306787,1065,Csp-PD
FBpp0078148,1066,Srpk79D-PB
FBpp0293266,1067,Srpk79D-PH
FBpp0292632,1068,Srpk79D-PE
FBpp0292633,1069,Srpk79D-PF
FBpp0297549,1070,Srpk79D-PI
FBpp0297550,1071,Srpk79D-PJ
FBpp0297551,1072,Srpk79D-PK
FBpp0297552,1073,Srpk79D-PL
FBpp0306789,1074,Srpk79D-PM
FBpp0078150,1075,IleRS-PA
FBpp0078153,1076,CG32450-PA
FBpp0078155,1077,CG11449-PA
FBpp0078156,1078,CG11438-PA
FBpp0078157,1079,CG11437-PA
FBpp0078158,1080,CG11426-PA
FBpp0078159,1081,CG11425-PA
FBpp0078160,1082,laza-PA
FBpp0078161,1083,Ten-m-PB
FBpp0303192,1084,Ten-m-PE
FBpp0297244,1085,Ten-m-PD
FBpp0078162,1086,Hem-PA
FBpp0078163,1087,CG11523-PA
FBpp0078164,1088,Rich-PA
FBpp0078165,1089,CG11404-PA
FBpp0304163,1090,CG11404-PB
FBpp0078166,1091,Trxr-2-PA
FBpp0078167,1092,ND-B14.5AL-PA
FBpp0078169,1093,CG14457-PA
FBpp0100135,1094,CG14457-PB
FBpp0304159,1095,CG14457-PC
FBpp0078170,1096,CG14456-PA
FBpp0288413,1097,CG14456-PB
FBpp0078171,1098,CG14453-PA
FBpp0078172,1099,CG14452-PA
FBpp0078173,1100,CG32453-PA
FBpp0078174,1101,CG11370-PA
FBpp0303205,1102,CG11370-PB
FBpp0078175,1103,CG32452-PA
FBpp0078180,1104,CG11367-PA
FBpp0078181,1105,CG32454-PA
FBpp0078182,1106,CG7369-PA
FBpp0078183,1107,SPoCk-PA
FBpp0078184,1108,SPoCk-PC
FBpp0078185,1109,SPoCk-PB
FBpp0112349,1110,SPoCk-PD
FBpp0291344,1111,SPoCk-PE
FBpp0304415,1112,SPoCk-PG
FBpp0423169,1113,SPoCk-PH
FBpp0078186,1114,CG14448-PA
FBpp0078187,1115,l(3)04053-PA
FBpp0078188,1116,CG11241-PA
FBpp0112101,1117,CG11241-PB
FBpp0078189,1118,CG14450-PA
FBpp0078190,1119,CG14451-PA
FBpp0078191,1120,ArfGAP3-PA
FBpp0304160,1121,ArfGAP3-PH
FBpp0303206,1122,ArfGAP3-PE
FBpp0303207,1123,ArfGAP3-PF
FBpp0303208,1124,ArfGAP3-PG
FBpp0078193,1125,CG12546-PA
FBpp0078194,1126,CG14454-PA
FBpp0304162,1127,CG14455-PB
FBpp0423123,1128,CG14459-PF
FBpp0078198,1129,CG11226-PA
FBpp0078199,1130,CG13239-PA
FBpp0078200,1131,CG33169-PA
FBpp0078203,1132,CG11109-PB
FBpp0078204,1133,CG11109-PA
FBpp0078205,1134,Ssl1-PA
FBpp0078206,1135,slif-PA
FBpp0078209,1136,CG11131-PA
FBpp0078210,1137,BoYb-PA
FBpp0078211,1138,CG12768-PA
FBpp0078212,1139,Mes2-PB
FBpp0078214,1140,Mes2-PC
FBpp0078218,1141,CG32461-PA
FBpp0078221,1142,Chro-PA
FBpp0078222,1143,Arf79F-PA
FBpp0078227,1144,EMC4-PA
FBpp0078228,1145,CG32459-PA
FBpp0078229,1146,CG32462-PA
FBpp0078233,1147,Obp83cd-PA
FBpp0078234,1148,Vha14-2-PA
FBpp0301284,1149,Vha14-2-PB
FBpp0078236,1150,CG1077-PA
FBpp0078237,1151,Osi1-PA
FBpp0078239,1152,NPFR-PA
FBpp0300635,1153,NPFR-PB
FBpp0300636,1154,NPFR-PC
FBpp0300637,1155,NPFR-PD
FBpp0078240,1156,Osi24-PA
FBpp0078242,1157,Osi2-PA
FBpp0078243,1158,Osi3-PA
FBpp0078244,1159,Osi5-PA
FBpp0292063,1160,Osi5-PB
FBpp0078245,1161,Osi6-PA
FBpp0078246,1162,Osi7-PA
FBpp0078247,1163,Osi8-PA
FBpp0078248,1164,Osi9-PA
FBpp0078251,1165,Osi12-PA
FBpp0078253,1166,CG15594-PB
FBpp0078254,1167,Osi13-PA
FBpp0078255,1168,Osi14-PA
FBpp0078256,1169,Osi15-PA
FBpp0078257,1170,Osi16-PA
FBpp0078258,1171,CG31560-PA
FBpp0078259,1172,Osi17-PA
FBpp0306604,1173,Osi17-PC
FBpp0078260,1174,Osi18-PA
FBpp0291511,1175,CG15597-PB
FBpp0078263,1176,Osi11-PA
FBpp0078264,1177,Osi4-PA
FBpp0306889,1178,Osi4-PB
FBpp0078265,1179,CG31559-PA
FBpp0078266,1180,Obp83g-PA
FBpp0078267,1181,Obp83ef-PA
FBpp0078268,1182,Gasp-PA
FBpp0111835,1183,Gasp-PB
FBpp0078269,1184,Or83c-PA
FBpp0078270,1185,CG15580-PA
FBpp0078272,1186,CG11459-PA
FBpp0078274,1187,jagn-PA
FBpp0078276,1188,kat-60L1-PA
FBpp0078277,1189,kat-60L1-PB
FBpp0289961,1190,kat-60L1-PD
FBpp0289962,1191,kat-60L1-PE
FBpp0078278,1192,Rpn5-PA
FBpp0078279,1193,CG1218-PA
FBpp0078280,1194,CG10979-PA
FBpp0310533,1195,dgrn-PD
FBpp0078287,1196,dgrn-PA
FBpp0078288,1197,dgrn-PB
FBpp0112108,1198,CG1208-PB
FBpp0112109,1199,CG1208-PC
FBpp0078292,1200,CG1213-PA
FBpp0078294,1201,CG14676-PA
FBpp0078296,1202,ECSIT-PA
FBpp0078297,1203,CG10280-PA
FBpp0301222,1204,CG10280-PB
FBpp0078299,1205,Rm62-PD
FBpp0078300,1206,Rm62-PB
FBpp0078301,1207,Rm62-PA
FBpp0078302,1208,Rm62-PE
FBpp0301223,1209,Rm62-PJ
FBpp0301224,1210,Rm62-PK
FBpp0301225,1211,Rm62-PL
FBpp0301226,1212,Rm62-PM
FBpp0078304,1213,Obp83b-PA
FBpp0078305,1214,Obp83a-PA
FBpp0311428,1215,Obp83a-PC
FBpp0078306,1216,CG11373-PA
FBpp0078310,1217,CG2017-PA
FBpp0078313,1218,CG2017-PB
FBpp0078314,1219,disp-PA
FBpp0078315,1220,Sec20-PA
FBpp0078316,1221,Hpr1-PA
FBpp0078317,1222,PSMG1-PA
FBpp0078319,1223,Hat1-PA
FBpp0078327,1224,CG2091-PA
FBpp0078329,1225,POLDIP2-PA
FBpp0078330,1226,POLDIP2-PB
FBpp0078331,1227,Snr1-PA
FBpp0078332,1228,Hcs-PA
FBpp0307745,1229,Hcs-PB
FBpp0311430,1230,Hcs-PC
FBpp0311431,1231,Hcs-PD
FBpp0078333,1232,CG31550-PB
FBpp0112321,1233,CG31550-PC
FBpp0352245,1234,CG31550-PE
FBpp0307746,1235,CG31550-PD
FBpp0078335,1236,Itpr-PA
FBpp0078336,1237,Itpr-PB
FBpp0078337,1238,Snm1-PA
FBpp0078338,1239,CG12746-PB
FBpp0078342,1240,Rheb-PA
FBpp0078348,1241,PolZ2-PA
FBpp0305476,1242,SecS-PD
FBpp0305477,1243,SecS-PE
FBpp0271885,1244,SecS-PC
FBpp0078353,1245,Atu-PA
FBpp0078354,1246,RpL13A-PB
FBpp0307201,1247,RpL13A-PC
FBpp0078355,1248,CG31551-PA
FBpp0078356,1249,CG31549-PA
FBpp0078357,1250,CG12171-PA
FBpp0078358,1251,CG12170-PA
FBpp0078361,1252,MED27-PA
FBpp0078362,1253,Wdr33-PA
FBpp0078365,1254,Atg17-PB
FBpp0078369,1255,CG1239-PA
FBpp0078370,1256,CG1236-PA
FBpp0078371,1257,Madm-PA
FBpp0078372,1258,Sym-PA
FBpp0078373,1259,CG2100-PA
FBpp0078374,1260,cas-PA
FBpp0308601,1261,cas-PC
FBpp0078375,1262,CG2104-PA
FBpp0078376,1263,Rab23-PA
FBpp0078377,1264,Xe7-PA
FBpp0306967,1265,Xe7-PD
FBpp0306968,1266,Xe7-PE
FBpp0078379,1267,CG2182-PA
FBpp0078381,1268,elm-PA
FBpp0078382,1269,MTA1-like-PA
FBpp0078383,1270,MTA1-like-PB
FBpp0288645,1271,MTA1-like-PC
FBpp0303347,1272,MTA1-like-PD
FBpp0078385,1273,CG31548-PA
FBpp0078386,1274,CG31546-PA
FBpp0078388,1275,Spec2-PA
FBpp0078389,1276,Dph4-PA
FBpp0078390,1277,Rga-PA
FBpp0078391,1278,Rga-PB
FBpp0078400,1279,noi-PA
FBpp0078401,1280,CG2926-PA
FBpp0307738,1281,CG2926-PB
FBpp0078402,1282,CG2931-PA
FBpp0078403,1283,CG14671-PA
FBpp0078404,1284,Pi4KIIalpha-PB
FBpp0089178,1285,Pi4KIIalpha-PA
FBpp0428089,1286,Pi4KIIalpha-PE
FBpp0428258,1287,Pi4KIIalpha-PF
FBpp0078409,1288,CG2519-PB
FBpp0078408,1289,CG2519-PA
FBpp0078410,1290,Nmdar1-PA
FBpp0078411,1291,NKCC-PB
FBpp0078412,1292,NKCC-PA
FBpp0078413,1293,ksr-PA
FBpp0078414,1294,HDAC3-PA
FBpp0078415,1295,mRpL44-PA
FBpp0078416,1296,RpL35A-PA
FBpp0078417,1297,PEK-PA
FBpp0303059,1298,PEK-PB
FBpp0303060,1299,PEK-PC
FBpp0110250,1300,dpr16-PB
FBpp0308419,1301,dpr16-PC
FBpp0078420,1302,CG12590-PA
FBpp0078421,1303,CG1116-PB
FBpp0078422,1304,CG1116-PA
FBpp0306928,1305,CG1116-PD
FBpp0078424,1306,Vps37B-PA
FBpp0078425,1307,Mms19-PB
FBpp0078426,1308,CG1113-PA
FBpp0078430,1309,Tim17b1-PA
FBpp0078432,1310,CG31542-PA
FBpp0078433,1311,Polr2F-PA
FBpp0078437,1312,CG12147-PA
FBpp0078438,1313,Orco-PA
FBpp0078439,1314,CG2663-PA
FBpp0078441,1315,Or83a-PA
FBpp0078442,1316,kkv-PA
FBpp0290640,1317,kkv-PD
FBpp0078444,1318,CG14668-PA
FBpp0078446,1319,Cerk-PA
FBpp0078450,1320,CG11999-PA
FBpp0078461,1321,CG31538-PA
FBpp0078462,1322,Tim17a2-PA
FBpp0078463,1323,CG12173-PA
FBpp0078464,1324,CtsF-PB
FBpp0078465,1325,CtsF-PA
FBpp0292963,1326,CtsF-PC
FBpp0078466,1327,CG33293-PA
FBpp0078469,1328,Kat60-PA
FBpp0306930,1329,Kat60-PB
FBpp0078470,1330,Sccpdh1-PA
FBpp0078473,1331,Prosbeta2R2-PA
FBpp0078478,1332,Gnf1-PA
FBpp0099511,1333,Gnf1-PB
FBpp0078482,1334,CG1124-PA
FBpp0078483,1335,RabGGTa-PA
FBpp0078484,1336,CG12589-PA
FBpp0078485,1337,corto-PA
FBpp0290527,1338,plh-PB
FBpp0078487,1339,CG14662-PA
FBpp0078489,1340,CG14661-PA
FBpp0078490,1341,Ubc6-PA
FBpp0078492,1342,laf-PA
FBpp0311429,1343,laf-PB
FBpp0078496,1344,MED31-PA
FBpp0307562,1345,MED31-PD
FBpp0311426,1346,MED31-PE
FBpp0290511,1347,slx1-PB
FBpp0078499,1348,rpk-PA
FBpp0293856,1349,rpk-PB
FBpp0078501,1350,spartin-PA
FBpp0078508,1351,atms-PA
FBpp0078511,1352,CG1129-PA
FBpp0078512,1353,BBS5-PA
FBpp0078513,1354,CG14659-PA
FBpp0078514,1355,CG14658-PA
FBpp0078515,1356,CG14657-PB
FBpp0306922,1357,CG14657-PD
FBpp0078516,1358,Hus1-like-PA
FBpp0078520,1359,CG17387-PA
FBpp0078521,1360,CG14655-PA
FBpp0078531,1361,Nep2-PA
FBpp0293663,1362,Nep2-PB
FBpp0078532,1363,eIF3f1-PA
FBpp0078533,1364,Dlip2-PA
FBpp0290512,1365,CG9775-PD
FBpp0078534,1366,CG9775-PA
FBpp0078536,1367,CG32945-PA
FBpp0078543,1368,MP1-PA
FBpp0290158,1369,MP1-PC
FBpp0401490,1370,MP1-PE
FBpp0271517,1371,Suv3-PC
FBpp0078548,1372,CG14645-PA
FBpp0078549,1373,CG1103-PA
FBpp0304722,1374,CG1090-PE
FBpp0307188,1375,CG1090-PG
FBpp0078554,1376,Sfxn1-3-PA
FBpp0078557,1377,Cont-PA
FBpp0291542,1378,tub-PC
FBpp0078559,1379,CG14646-PA
FBpp0288661,1380,CG14647-PB
FBpp0078563,1381,CG31528-PA
FBpp0078564,1382,CG31525-PA
FBpp0078565,1383,CG1074-PA
FBpp0078566,1384,CG14650-PA
FBpp0289224,1385,sac-PB
FBpp0078568,1386,Fip1-PA
FBpp0078577,1387,CG31523-PA
FBpp0078582,1388,CG31522-PA
FBpp0078579,1389,CG31522-PB
FBpp0307413,1390,CG31522-PI
FBpp0078583,1391,CG9804-PA
FBpp0078584,1392,eIF3a-PA
FBpp0078586,1393,srl-PB
FBpp0290462,1394,srl-PD
FBpp0288688,1395,CG32944-PE
FBpp0288689,1396,CG32944-PF
FBpp0078590,1397,CG9855-PA
FBpp0078593,1398,Skp2-PA
FBpp0078598,1399,Vps24-PA
FBpp0078599,1400,Nepl11-PA
FBpp0078602,1401,CG12581-PA
FBpp0078603,1402,beta-Man-PA
FBpp0307683,1403,beta-Man-PF
FBpp0307685,1404,beta-Man-PH
FBpp0078604,1405,aux-PA
FBpp0307686,1406,aux-PC
FBpp0307687,1407,aux-PD
FBpp0078606,1408,abs-PA
FBpp0078607,1409,Gel-PB
FBpp0078610,1410,Gel-PA
FBpp0301196,1411,Gel-PK
FBpp0078614,1412,TwdlF-PA
FBpp0078615,1413,TwdlV-PA
FBpp0078616,1414,Or82a-PA
FBpp0307583,1415,CG1092-PC
FBpp0112103,1416,flip-PC
FBpp0078621,1417,TwdlG-PA
FBpp0078624,1418,CG14641-PA
FBpp0078626,1419,CG31516-PA
FBpp0078627,1420,CG14636-PA
FBpp0078628,1421,Dsk-PA
FBpp0078639,1422,SelT-PA
FBpp0078642,1423,Col4a1-PA
FBpp0078643,1424,SP555-PA
FBpp0078644,1425,SP555-PB
FBpp0078648,1426,senju-PA
FBpp0078657,1427,CG5828-PA
FBpp0078658,1428,CG4230-PA
FBpp0303017,1429,CG4230-PB
FBpp0303018,1430,CG4230-PC
FBpp0078662,1431,ND-13A-PA
FBpp0110323,1432,Pgant5-PB
FBpp0078663,1433,Pgant5-PA
FBpp0078664,1434,Rpn11-PA
FBpp0078665,1435,Nepl3-PA
FBpp0078666,1436,CG14036-PA
FBpp0078667,1437,eIF3h-PA
FBpp0078668,1438,CG9121-PA
FBpp0290424,1439,CG9121-PB
FBpp0078669,1440,CG31650-PA
FBpp0305719,1441,CG31650-PG
FBpp0078672,1442,vkg-PA
FBpp0078673,1443,CG31917-PA
FBpp0078677,1444,Rtnl1-PD
FBpp0078678,1445,Rtnl1-PA
FBpp0078679,1446,Rtnl1-PC
FBpp0078674,1447,Rtnl1-PF
FBpp0078675,1448,Rtnl1-PB
FBpp0290753,1449,Rtnl1-PH
FBpp0304686,1450,Rtnl1-PL
FBpp0078701,1451,Cyp4ac1-PA
FBpp0289683,1452,Cyp4ac2-PB
FBpp0078703,1453,Cyp4ac3-PA
FBpp0078704,1454,Bub1-PA
FBpp0078705,1455,vri-PC
FBpp0078706,1456,vri-PA
FBpp0078707,1457,cype-PA
FBpp0078708,1458,TotM-PA
FBpp0289289,1459,nompC-PD
FBpp0309913,1460,nompC-PF
FBpp0293383,1461,nompC-PE
FBpp0312557,1462,nompC-PG
FBpp0312558,1463,nompC-PH
FBpp0078710,1464,H15-PA
FBpp0309914,1465,H15-PB
FBpp0078711,1466,Acsf2-PA
FBpp0078713,1467,fusl-PA
FBpp0078714,1468,CG14022-PA
FBpp0297883,1469,Ncoa6-PC
FBpp0297884,1470,Ncoa6-PD
FBpp0303004,1471,Ncoa6-PF
FBpp0078716,1472,CG14024-PA
FBpp0078718,1473,Bsg25D-PB
FBpp0078719,1474,Bsg25D-PC
FBpp0291723,1475,Bsg25D-PD
FBpp0291724,1476,Bsg25D-PE
FBpp0309716,1477,Bsg25D-PH
FBpp0302744,1478,Bsg25D-PF
FBpp0302745,1479,Bsg25D-PG
FBpp0078721,1480,tkv-PC
FBpp0078722,1481,tkv-PB
FBpp0078723,1482,tkv-PD
FBpp0078720,1483,tkv-PA
FBpp0078727,1484,CG14020-PA
FBpp0303001,1485,CG14020-PB
FBpp0078728,1486,cl-PA
FBpp0078729,1487,CG6907-PA
FBpp0078730,1488,Cap-D3-PA
FBpp0078731,1489,CG31648-PA
FBpp0078732,1490,CG31915-PA
FBpp0078733,1491,Lam-PA
FBpp0078734,1492,Oscillin-PA
FBpp0297904,1493,Oscillin-PD
FBpp0297905,1494,Oscillin-PE
FBpp0078736,1495,CG18269-PA
FBpp0078737,1496,CG14017-PA
FBpp0078739,1497,GluRIIA-PI
FBpp0078741,1498,CG18266-PA
FBpp0078742,1499,Hsp60C-PA
FBpp0293658,1500,CG12511-PC
FBpp0292075,1501,CG12511-PB
FBpp0078746,1502,DIP-theta-PA
FBpp0292059,1503,DIP-eta-PB
FBpp0078748,1504,CG7251-PA
FBpp0078749,1505,CG14011-PA
FBpp0078752,1506,CG14013-PA
FBpp0113003,1507,CG14014-PB
FBpp0078755,1508,Hel25E-PA
FBpp0304066,1509,Hel25E-PD
FBpp0078757,1510,CG14015-PA
FBpp0078758,1511,tomb-PA
FBpp0078759,1512,Coq6-PA
FBpp0078760,1513,Vps52-PA
FBpp0078761,1514,CG7382-PA
