Genotype,Condition,Date,Sex,Number,CyO,Characteristics,Tube,Line,Gene_name,Fbgn_ID,Regulation,
1,RU_0,30_01,female,18,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,female,36,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,female,49,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,female,5,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,female,33,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,female,39,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,female,34,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,female,20,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,female,31,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,female,26,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,female,15,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,female,14,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,female,25,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,female,16,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,female,28,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,male,9,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,male,21,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,male,33,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,male,1,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,30_01,male,40,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,male,40,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,male,31,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,male,26,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,male,28,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,1_02,male,31,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,male,21,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,male,20,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,male,29,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,male,29,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_0,5_02,male,33,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,female,16,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,female,51,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,female,17,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,female,15,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,female,,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,female,28,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,female,5,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,female,13,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,female,33,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,female,29,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,female,9,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,female,28,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,female,3,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,female,15,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,female,8,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,male,9,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,male,43,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,male,15,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,male,9,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,30_01,male,,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,male,11,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,male,2,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,male,10,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,male,21,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,1_02,male,15,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,male,6,,Male yellow eyes,1,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,male,23,,Male yellow eyes,2,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,male,9,,Male yellow eyes,3,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,male,4,,Male yellow eyes,4,28038,nAChRbeta2,FBgn0004118,RNAi,
1,RU_20,5_02,male,5,,Male yellow eyes,5,28038,nAChRbeta2,FBgn0004118,RNAi,
2,RU_0,30_01,female,30,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,female,22,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,female,23,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,female,38,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,female,3,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,female,30,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,female,23,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,female,45,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,female,38,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,female,57,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,female,28,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,female,26,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,female,18,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,female,22,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,female,28,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,male,28,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,male,30,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,male,12,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,male,41,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_0,30_01,male,3,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,male,33,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,male,41,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,male,28,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,male,48,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_0,1_02,male,53,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,male,29,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,male,24,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,male,35,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,result
2,RU_0,5_02,male,35,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_0,5_02,male,37,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,female,27,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,female,44,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,female,,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,female,19,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,female,22,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,female,14,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,female,7,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,female,23,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,female,21,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,female,28,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,female,11,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,female,22,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,female,17,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,female,28,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,female,14,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,male,23,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,male,26,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,male,,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,male,29,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_20,30_01,male,3,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,male,14,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,male,9,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,male,16,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,male,14,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_20,1_02,male,26,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,male,7,,Male yellow eyes,1,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,male,27,,Male yellow eyes,2,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,male,16,,Male yellow eyes,3,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,male,9,,Male yellow eyes,4,27514,put,FBgn0003169,RNAi,
2,RU_20,5_02,male,4,,Male yellow eyes,5,27514,put,FBgn0003169,RNAi,
3,RU_0,30_01,female,,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,female,23,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,female,15,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,female,12,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,female,9,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,female,30,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,female,49,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,female,48,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,female,51,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,female,44,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,female,24,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,female,38,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,female,22,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,female,37,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,female,22,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,male,,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,male,17,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,male,6,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,male,4,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_0,30_01,male,5,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,male,25,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,male,31,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,male,46,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,male,35,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_0,1_02,male,41,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,male,25,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,male,23,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,male,13,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,male,27,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_0,5_02,male,21,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,female,,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,female,17,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,female,8,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,female,9,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,female,13,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,female,27,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,female,24,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,female,36,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,female,33,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,female,26,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,female,20,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,female,12,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,female,24,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,female,15,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,female,7,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,male,,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,male,15,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,male,4,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,male,4,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_20,30_01,male,8,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,male,24,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,male,40,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,male,38,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,male,33,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_20,1_02,male,18,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,male,32,,light orange eyes,1,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,male,16,,light orange eyes,2,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,male,6,,light orange eyes,3,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,male,14,,light orange eyes,4,36270,rl,FBgn0003256,Over-expression,
3,RU_20,5_02,male,5,,light orange eyes,5,36270,rl,FBgn0003256,Over-expression,
4,RU_0,30_01,female,,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,female,26,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,female,30,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,female,33,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,female,33,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,female,40,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,female,25,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,female,26,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,female,25,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,female,24,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,female,13,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,female,15,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,female,32,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,female,21,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,female,23,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,male,,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,male,7,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,male,31,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,male,21,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_0,30_01,male,29,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,male,34,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,male,55,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,male,33,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,male,35,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_0,1_02,male,29,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,male,18,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,male,21,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,male,27,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,male,45,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_0,5_02,male,34,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,female,3,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,female,2,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,female,8,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,female,16,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,female,12,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,female,14,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,female,3,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,female,17,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,female,22,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,female,20,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,female,6,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,female,6,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,female,14,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,female,16,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,female,3,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,male,3,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,male,,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,male,5,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,male,17,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_20,30_01,male,6,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,male,19,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,male,,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,male,6,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,male,15,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_20,1_02,male,13,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,male,4,,yellow eyes,1,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,male,4,,yellow eyes,2,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,male,6,,yellow eyes,3,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,male,9,,yellow eyes,4,27503,CadN,FBgn0015609,RNAi,
4,RU_20,5_02,male,3,,yellow eyes,5,27503,CadN,FBgn0015609,RNAi,
5,RU_0,30_01,female,,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,female,16,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,female,6,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,female,22,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,female,7,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,female,20,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,female,34,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,female,28,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,female,19,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,female,3,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,female,13,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,female,1,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,female,35,2,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,female,13,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,female,2,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,male,,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,male,4,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,male,7,2,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,male,10,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,30_01,male,4,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,male,22,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,male,32,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,male,42,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,male,23,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,1_02,male,5,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,male,15,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,male,1,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,male,42,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,male,23,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_0,5_02,male,1,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,female,,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,female,,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,female,,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,female,,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,female,,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,female,,1,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,female,,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,female,,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,female,,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,female,,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,female,,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,female,,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,female,,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,female,,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,female,,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,male,,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,male,,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,male,,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,male,,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,30_01,male,,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,male,,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,male,,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,male,,4,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,male,,,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,1_02,male,,,,5,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,male,,,,1,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,male,,,,2,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,male,,,,3,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,male,,1,,4,61875,Naprt,FBgn0031589,RNAi,
5,RU_20,5_02,male,,,,5,61875,Naprt,FBgn0031589,RNAi,
6,RU_0,30_01,female,12,10,,1,67758,Gpo3,FBgn0028848,RNAi,
