Genotype,Condition,Date,Sex,Number,CyO,Characteristics,Tube,Line,Gene_name,Fbgn_ID,Regulation,
12,RU_0,5_02,male,5,,,2,31712,brm,FBgn0000212,RNAi,
12,RU_0,5_02,male,48,,,3,31712,brm,FBgn0000212,RNAi,
12,RU_0,5_02,male,18,,,4,31712,brm,FBgn0000212,RNAi,
12,RU_0,5_02,male,18,,,5,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,female,29,,,1,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,female,,,,2,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,female,,,,3,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,female,,,,4,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,female,,,,5,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,female,23,,,1,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,female,22,,,2,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,female,27,,,3,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,female,30,,,4,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,female,24,,,5,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,female,9,,,1,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,female,8,,,2,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,female,14,,,3,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,female,8,,,4,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,female,24,,,5,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,male,13,,,1,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,male,,,,2,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,male,,,,3,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,male,,,,4,31712,brm,FBgn0000212,RNAi,
12,RU_20,30_01,male,,,,5,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,male,18,,,1,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,male,14,,,2,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,male,17,,,3,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,male,20,,,4,31712,brm,FBgn0000212,RNAi,
12,RU_20,1_02,male,20,,,5,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,male,8,,,1,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,male,11,,,2,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,male,26,,,3,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,male,8,,,4,31712,brm,FBgn0000212,RNAi,
12,RU_20,5_02,male,13,,,5,31712,brm,FBgn0000212,RNAi,
13,RU_0,30_01,female,2,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,female,9,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,female,,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,female,9,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,female,8,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,female,51,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,female,27,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,female,25,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,female,28,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,female,57,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,female,10,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,female,22,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,female,2,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,female,10,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,female,11,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,male,1,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,male,4,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,male,,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,male,2,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,30_01,male,,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,male,35,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,male,31,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,male,27,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,male,21,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,1_02,male,41,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,male,20,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,male,25,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,male,8,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,male,15,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_0,5_02,male,18,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,female,,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,female,,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,female,,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,female,,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,female,,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,female,32,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,female,20,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,female,42,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,female,30,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,female,32,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,female,25,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,female,10,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,female,9,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,female,6,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,female,6,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,male,,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,male,,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,male,,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,male,,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,30_01,male,,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,male,18,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,male,22,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,male,32,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,male,7,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,1_02,male,28,,,5,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,male,12,,,1,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,male,10,,,2,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,male,12,,,3,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,male,4,,,4,31053,HDAC6,FBgn0026428,RNAi,
13,RU_20,5_02,male,3,,,5,31053,HDAC6,FBgn0026428,RNAi,
14,RU_0,30_01,female,,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,female,,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,female,,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,female,,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,female,,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,female,50,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,female,44,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,female,71,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,female,51,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,female,64,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,female,8,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,female,21,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,female,8,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,female,11,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,female,15,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,male,,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,male,,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,male,,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,male,,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_0,30_01,male,,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,male,36,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,male,25,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,male,41,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,male,53,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_0,1_02,male,61,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,male,9,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,male,39,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,male,11,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,male,18,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_0,5_02,male,26,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,female,,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,female,,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,female,,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,female,,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,female,,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,female,11,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,female,33,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,female,33,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,female,17,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,female,25,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,female,15,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,female,20,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,female,22,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,female,9,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,female,30,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,male,,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,male,,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,male,,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,male,,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_20,30_01,male,,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,male,12,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,male,19,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,male,29,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,male,12,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_20,1_02,male,16,,,5,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,male,13,,,1,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,male,20,,,2,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,male,15,,,3,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,male,14,,,4,31524,rl,FBgn0003256,RNAi,
14,RU_20,5_02,male,17,,,5,31524,rl,FBgn0003256,RNAi,
